NAME,Type,District,Management,Long,Lat
Casam Beach,Beach,Tsuen Wan,Leisure and Cultural Services Department,,
Lido Beach,Beach,Tsuen Wan,Leisure and Cultural Services Department,,
Ting Kau Beach,Beach,Tsuen Wan,Leisure and Cultural Services Department,,
Approach Beach,Beach,Tsuen Wan,Leisure and Cultural Services Department,,
Ma Wan Tung Wan Beach,Beach,Tsuen Wan,Leisure and Cultural Services Department,,
Trio Beach,Beach,Sai Kung,Leisure and Cultural Services Department,,
Kiu Tsui Beach,Beach,Sai Kung,Leisure and Cultural Services Department,,
Hap Mun Bay Beach,Beach,Sai Kung,Leisure and Cultural Services Department,,
Silverstrand Beach,Beach,Sai Kung,Leisure and Cultural Services Department,,
Clear Water Bay First Beach,Beach,Sai Kung,Leisure and Cultural Services Department,,
Clear Water Bay Second Beach,Beach,Sai Kung,Leisure and Cultural Services Department,,
